actor_name,actor_score
Lauren London,9658370
Pei-Pei Cheng,128067808
Amanda Redman,6940281
Linda Blair,204565000
Romany Malco,53191682
Jsu Garcia,40048332
Noel Gugliemi,48555079
Tony Chiu Wai Leung,1847716
Jaime Camil,1391770
Shane Black,59735548
Herbert Russell,53984503
Carlease Burke,28535768
Jorja Fox,25530884
David Ramsey,10544143
Marg Helgenberger,30033642
Juliane Köhler,6173485
Willow Smith,137020708
Marilyn Rising,110720
Bokeem Woodbine,67487014
Krista Allen,66466372
Billy Blair,10539414
Sarah Murphy-Dyson,39659
Augustus Prew,29944332
Mackenzie Gray,3419967
Jeremy Northam,17609308
Elizabeth Berkley,44414634
Ann Gillis,102797150
Stephanie Berry,1977544
George W. Bush,1586759
Joseph Gordon-Levitt,82738782
Drew Sidora,168213584
Armando Riesco,61057178
Scott Adsit,58156435
Callum Blue,36665854
Nichelle Nichols,80360478
Eduard Fernández,5100937
Dave Legeno,8064133
Dayna Devon,19184015
Dany Verissimo-Petit,1197786
Harvey Weinstein,15447
Eddie Rouse,5283939
Seth Gilliam,25276821
Mark Gatiss,28026123
Method Man,20154835
Doug E. Doug,43061384
Reg E. Cathey,55061105
Olympia Dukakis,48737163
Fiona Shaw,17109392
Spencer Tracy,46300000
Brendan Fraser,47588779
Chris Young,4350774
Michael Monks,75367693
Dominic Cooper,43267947
Kendyl Joi,23616
Mason Lee,254455986
Vince Corazza,32368960
Robert Forster,35673760
Fanny Ardant,30012990
John Gavin,32000000
Brian d'Arcy James,44988180
Sarah Butler,92401
James Callis,13391174
Sandra Ellis Lafferty,65897581
David Alpay,1554566
Michael Gross,8433943
Tamala Jones,27009025
Homayoun Ershadi,17237244
Khandi Alexander,20686955
William Joseph Elk III,174682
Lou Perryman,8025872
Joe Komara,22877808
Lauren Ambrose,14276633
Alexandra Rapaport,610968
Nicholas Farrell,768045
Satoshi Tsumabuki,613556
Vanessa Marshall,14218868
Diana Scarwid,118666
Rapulana Seiphemo,1458660
David Hewlett,489220
Desmond Askew,25918
Bonz Malone,982214
Jodi Lyn O'Keefe,8735529
Munro Chambers,14334645
Fenella Woolgar,2775593
Laura Harris,17508936
Joseph Cotten,11966666
Claude Rains,6000000
Michael Lonsdale,3950029
Asin,352684
Temple Grandin,155984
Steven Christopher Parker,59889948
Michael Bowen,56033979
Ron Eldard,17324314
David Moscow,56127162
Phil LaMarr,59032377
Boyd Holbrook,10924519
William Hurt,46682809
Vincent Regan,86102322
Bai Ling,43733961
Vanessa Lee Chester,229074524
Mia Kirshner,15277191
Maria Schrader,927107
Kylie Minogue,20403257
Blythe Danner,98545158
Leah Remini,74608545
Veronica Cartwright,28784809
Anupam Kher,8875474
Ivan Dixon,12438
Tom Goodman-Hill,43247140
Don Wallace,5199
Romain Duris,2264970
Holland Taylor,46745085
Pamela Reed,17276331
Greg Crowe,100675
Ariana Richards,200841869
Alice Krige,39779540
Jason Mewes,14378238
Marko Zaror,7268659
Leven Rambin,37280709
Elpidia Carrillo,886410
Julian Sands,20224968
Danny Woodburn,102068584
Cristián de la Fuente,32616869
Gilbert Gottfried,17686852
Rodney Eastman,49369900
Eric McCormack,12065985
Abhishek Bachchan,287761
Eleanor Parker,163214286
Michael DeLorenzo,36733909
Faizon Love,22901922
Rick Hoffman,47277326
Bianca Kajlich,33656788
Alexis Dziena,50855744
J.T. Walsh,66819243
Luke Grimes,153000428
Walter Koenig,61960088
Rachel Korine,14123773
Nels Lennarson,19719930
Hayley Kiyoko,52200504
Jean-Louis Blondeau,2957978
Jacques Gamblin,513836
Clive Standen,1207007
Sakae Kimura,10037390
Lenny Venito,5660084
Mike Epps,28116078
Lara Flynn Boyle,69184427
Bob Balaban,54136218
Frances Fisher,34300493
Ser'Darius Blain,30127963
Jacques Perrin,15084292
Jenna Fischer,22972981
Yorick van Wageningen,542860
Andrew Simpson,17508670
Regina Casé,375723
Andrew Rannells,418268
Ryu Kohata,119922
Robert Beltran,6314267
Mick Jagger,5355376
Vin Diesel,110480649
Susan Tyrrell,1400000
Kevin Michael Richardson,3798532
Megan Burns,45063889
Robert Noble,2223990
Andrea Savage,100468793
Al Pacino,46593599
Bobby Coleman,62933793
Jeremy Renner,75882087
Jack McGraw,123070338
Sayed Badreya,59617068
Jeffrey Dover,630779
Lupe Ontiveros,35041699
Jorma Taccone,13920741
Kate Upton,64117176
Honor Blackman,51100000
Roger Cross,20668843
Nat Faxon,28430312
Debra Winger,51064538
Monica Calhoun,7789033
Iddo Goldberg,4947317
John Hodgman,75280058
Peter Coyote,74992006
Tim Pigott-Smith,768045
Daniella Alonso,45919767
Jed Brophy,41453207
Miko Hughes,61413174
Amber Rose Revah,41510421
Anna Friel,110580
Peter Appel,7557877
Shahir Kabaha,621240
Lloyd Bridges,83400000
Benno Fürmann,3832736
April Winchell,177343675
Deon Richmond,9016377
Sumalee Montano,71897215
Burt Kwouk,43100000
Ben Gazzara,10810302
Charlotte Bøving,11835
Rosalind Harris,50000000
Bruce Altman,33966038
Jesse Tyler Ferguson,28687835
Ben Falcone,48378477
Greg D'Agostino,274661
Angela Cartwright,163214286
Takashi Miike,47277326
David Kennedy,352786
Anne Parillaud,56876365
Clarke Peters,71383681
Sedona Legge,54257433
Madeleine Albright,215185
Hayley McFarland,137387272
Ronny Cox,109434162
Lee Majors,27606684
Jay Adams,1293295
Tichina Arnold,142886511
Chelsea Handler,108012170
Tannishtha Chatterjee,1094998
Geneviève Lemon,40158000
Elise Muller,140016
Richard Gant,9286314
Jaymes Butler,39532308
Jean-Claude Lecas,10105505
Robert John Burke,22752741
Unax Ugalde,4584886
Amiah Miller,56536016
Michael Richards,6157157
Billy Gardell,75604320
Amy Irving,11988277
George Hamilton,3559990
Péter Fancsikai,195888
Hanno Pöschl,5400000
Mark Duplass,19480753
Sissy Petropoulou,110197
Katrina Kaif,2127273
Owen Kline,7362100
Filippo Timi,35596227
Tracy Letts,560512
Jordan Prentice,16295774
Hannah Spearritt,17016190
David Warbeck,126387
Vanessa Redgrave,46145313
Marques Houston,40066497
Steve Reevis,158115031
Richard Wilson,26400000
Richard T. Jones,40535118
Lena Dunham,149512
Karin Konoval,5132655
Óscar Jaenada,27178149
Paul F. Tompkins,40218903
Leslie Caron,71309760
Chad Lowe,52752475
Ariel Hsing,5858
Claudiu Trandafir,53245055
Michael Raymond-James,9396487
David Suchet,38017701
Joss Ackland,22189039
Danneel Ackles,37622905
Shirley Henderson,10786314
Bill Irwin,2761354
Sarah Carter,23468058
Thomas McDonell,14849645
Michael Landers,5858
Pablo Rosso,27024
Billy Campbell,26023892
Will Ferrell,66910280
Marlee Matlin,10941801
Ahna O'Reilly,16097842
Taylor Blackwell,42019483
Aldis Hodge,130520885
Frances Lee McCain,52287414
Tim Matheson,84333580
William Shimell,52961
Fann Wong,60470220
Todd Stashwick,75604320
Chris Evans,94974865
Kari Wuhrer,27199596
Philippe Nahon,449786
Cynthia Stevenson,16204793
Common,64326658
David Schneider,45063889
Jeff Lima,2694973
Nick Stahl,62415349
Cicely Tyson,40790865
José Wilker,45500797
Adriana Barraza,2742123
Jonathan Frakes,70226836
Simon Abkarian,1652472
Harrison Ford,123777329
Trine Dyrholm,1647780
Gary Dourdan,21704815
Ashley Gerasimovich,1738692
Shelley Hennig,41179130
Patrick McGoohan,56050000
Lars Ulrich,3419967
Gigi Rice,8326035
Francis Lederer,9950
Jon Tenney,22415904
Dave Annable,20422207
Miranda July,3885134
Damián Alcázar,73661819
Jessica Walter,5480318
Matthew Knight,27237564
Matthew Feeney,23616
Ted Cassidy,102308900
Christo Jivkov,499263
John Amos,66114709
Gabriel Iglesias,17314483
Burt Young,36477837
Gladys Cooper,2956000
Hugh O'Brian,111936400
Bruce Newbold,1098224
Behrouz Vossoughi,1000000
Danny Masterson,97680195
Billy Gilbert,184925485
Frances Conroy,34739018
Shelley Long,8508843
Phylicia Rashad,109712885
Charlie Bewley,3388210
Cherry Jones,114462004
Kelly Lynch,59375479
Zen McGrath,52961
Lobo Sebastian,14208384
Jack Lord,16067035
Zan Marolt,876671
Kelly Jo Minter,22168359
Naseeruddin Shah,13876974
Brady Corbet,2787800
Gérard Jugnot,3629758
Julian Richings,15341493
Marisa Coughlan,2580
Don McKellar,1604699
Kurt Fuller,61690361
Pink,60923325
Richard Crenna,53715611
Sam Trammell,81310884
Najarra Townsend,3885134
Charlotte Lewis,79817937
Jerry Stiller,46703339
Tisha Campbell-Martin,16913539
Franco Nero,61757826
Steve Oedekerk,16033556
Kirby Heyborne,1153545
Cheryl Ladd,2148212
Rab Affleck,14131298
Atticus Shaffer,40188039
Susie Essman,8326035
Misty Upham,2508841
Joie Lee,7137502
Konstantin Lavronenko,502028
Tom Hulce,65885073
Graham McTavish,109712885
Julia Jones,10539414
Steven Anthony Lawrence,36830057
Ron Howard,64298455
Amelia Warner,7060876
Emily Osment,82568619
Jill Flint,26781723
Joy Bryant,47806295
John August,85222
Al Freeman Jr.,48169908
Dendrie Taylor,11326836
Kath Soucie,31812023
Ally Sheedy,26632899
Norman Reedus,33717214
Bobby Moynihan,30659817
Bonnie Hunt,81254376
Chris Weitz,1050600
Isabelle Adjani,14375181
James Robinson,75600000
Rachel Dratch,4784492
Casey Gooden,424760
Natasha Bedingfield,215185
Vince Colosimo,13751
Charlie Yeung,7704397
Peter Sallis,56068547
Tom Bower,10162834
Michael Wincott,44592467
Takashi Shimura,269061
Craig Hall,5128124
Joey Lawrence,21468807
Joe Bishop,1523883
Yûki Amami,15081783
Michael Rapaport,46206063
Maribel Verdú,25622738
Jeffrey DeMunn,60484778
Sergej Trifunovic,578527
Mykelti Williamson,69748583
Peter Mark Richman,14343976
Austin Pendleton,73709010
Lillian Gish,20400000
Paul Borghese,9013113
Lotte Verbeek,27356090
Bob Gunton,54415607
Powers Boothe,38042187
Chi Chung Lam,206678
Prabhas,6498000
Thomas Bo Larsen,610968
Luisa Ranieri,53021560
Melissa Ordway,62933793
Ryôko Hirosue,81525
Brett Cullen,25913391
Angel Coulby,6301131
Yuanyuan Gao,119922
John Fiedler,50973540
Scout Taylor-Compton,17619723
Georgina Cates,101978840
David Clennon,7441419
Robb Wells,703002
Howard Hesseman,65010106
Susanna Thompson,15388049
Lea Thompson,76844788
Ming-Na Wen,62057918
Talulah Riley,38372662
Josh Stamberg,56684819
Hugh M. Hefner,2598198
Clovis Fouin,706622
Colin Firth,43584010
Lin Shaye,48364553
Adam Sandler,100949210
Jodi Benson,92969824
Frank Whaley,703
Faye Dunaway,19847808
John Ratzenberger,255936180
Perrey Reeves,1046166
Mark De Alessandro,10696
Sebastian Roché,82161969
Neil Armstrong,1134049
Lauren Cohan,183021614
Reba McEntire,16667084
Michael Cerveris,18469
Mackenzie Crook,39738800
Kristen Connolly,53274772
Jerry Brown,29233
George C. Scott,15100000
María Valverde,65007045
Cynthia Barrett,4700361
Brooke Shields,8834902
Christian Clavier,423036
Ruby Dee,61605008
John Ashton,34098563
Art Malik,46507797
Luigi Pistilli,6100000
Ben Feldman,18722545
Julie Kavner,52291637
Delroy Lindo,60892695
Shawn Roberts,19282017
Regina Hall,57149787
Melanie Griffith,18261398
Marcel Iures,28072152
Patricia Belcher,22617022
Bern Cohen,76806312
Yaphet Kotto,38169629
Eva Marie Saint,19594370
Zach Callison,111505642
Kevin G. Schmidt,16702864
Virginie Ledoyen,39778599
Paul T. Taylor,322157
Elise Neal,22201636
Xzibit,31051488
Javed Jaffrey,55202
Denden,94596
Brenda Bakke,50024083
Andrés Montiel,169379
Wes Studi,214517960
Clare Kramer,68353550
Chi Muoi Lo,33927476
Teddy Sears,9166863
Maile Flanagan,196573705
Rose Marie,7369373
Jimmy Bennett,58359294
Eric Stonestreet,228980357
Billy Brown,67128202
Megan Mullally,11176046
Cara Horgan,9030581
Barry Bostwick,16119848
Mary Page Keller,5776314
Patton Oswalt,24595012
Ron Lester,52885587
Stark Sands,12189514
Natascha McElhone,60562849
Gulshan Grover,528972
Chris Ellis,28927720
Julia Sawalha,106793915
Kenneth Colley,46700000
Don Brooks,8231
Tobey Maguire,630779
David Patrick Kelly,12232218
David Thornton,42252379
Elizabeth Daily,86540739
Nicholas Turturro,28282241
David Carradine,27139730
Arcelia Ramírez,100412
Kevin Peter Hall,30669413
Gary Oldman,75970005
Ivana Baquero,37623143
Richard Epcar,14358033
Tom Hanks,130406976
Michael Angarano,27356117
Rita Davies,35286428
Eric Mabius,38201895
Dennis Burkley,3060858
Rufus Graham,227241
Obba Babatundé,25749679
Rhys Coiro,10324441
MyAnna Buring,13016102
Francesca Rettondini,30079316
Dax Flame,138447667
Orla Fitzgerald,1829142
William McNamara,32051917
Mike Nawrocki,25571351
Michael Fassbender,55573194
Britney Spears,37188667
Kevin Williamson,101334374
John Gallagher Jr.,35971855
John Buffalo Mailer,52474616
Tim Guinee,6784842
Erick Avari,126947536
Roseanne Barr,50026353
Eric Dane,71880257
Heather Berman,8044906
Joan Baez,13300000
Jamie Foreman,9810263
Janet McTeer,1162331
Kristin Lehman,6047856
Peter Gallagher,56321383
Annie Parisse,94080387
Ruth Wilson,86294835
Brian Keith,44726644
Darryl Stephens,14612840
Enrique Murciano,2483955
Ajay Naidu,13173301
Ed Skrein,189526064
Norbert Ferrer,4074023
Lee Norris,82739
Matt Keeslar,1027119
Takeshi Kaneshiro,3932338
Dolly Parton,30920167
Rosie O'Donnell,107458785
Mary Tsoni,110197
Kris Marshall,4972107
William Schallert,19281235
Charles King,2808000
Robert Downey Jr.,148036519
Ellen Sandweiss,54239856
William Gates,7830611
Patrick Fabian,40990055
Kelli Garner,27353445
Michael J. Pollard,5430822
Amy Warren,274084951
Josh Wingate,29136626
Steve Howey,25330827
Dean Jones,122012710
Denis Leary,138310150
Ray McKinnon,50728000
Al Cliver,126387
Peter McNicholl,40566655
Mary Carr,3000000
Drew Fuller,1713216
Jonathan Hyde,38087756
Brian Geraghty,34353063
Gerard Butler,57381356
Jeffrey W. Jenkins,16377274
Carl Weathers,65742598
Paul Sorvino,18511107
David Jason Perez,32230907
Charles Mesure,46363118
Dylan Kussman,6047856
Rene Auberjonois,140695590
James Deen,49494
Tyler James Williams,12885609
Luis Miranda,375723
Beau Bridges,24029322
Talisa Soto,28296421
Viggo Mortensen,25389446
Lance Gross,20246959
Matt Schulze,25296447
Michael Mosley,34507079
Steven Mackintosh,15090065
Danny Nucci,36733909
Daryl Sabara,46338999
Riz Ahmed,54412986
William Hickey,7557877
G.J. Echternkamp,1007962
Eartha Kitt,61978631
Susan Ward,38026897
María Botto,36874745
Igor Zaripov,12495865
Liza Minnelli,95328937
Kwok-Kwan Chan,1307691
Richard Linklater,1227508
Simon Baron-Cohen,155984
Alessandro Nivola,72890896
Caitlyn Jenner,2000000
Paz Vega,22244983
Ed Wynn,102300000
Neil Flynn,54250196
Imelda Staunton,35906070
Seth Meyers,54540525
Andy Dick,37809228
Sam McMurray,9286314
Milla Jovovich,29131943
Kumar Gaurav,227241
Vernon Dobtcheff,9030289
Graham Beckel,26525834
Lou Taylor Pucci,15358015
Bailee Madison,87509058
Rita Wilson,14248210
Amir Talai,191309
Edgar Ramírez,66268106
Karisma Kapoor,610991
Danny Rhodes,40137776
Collin Chou,139259759
Bridgette Wilson-Sampras,26220185
Mike Howard,16377274
Carter Jenkins,14764353
Johanna Mørck,252652
Miguel Ángel Solá,1687311
David Masterson,6615578
Jeffrey Jones,69824500
James Nesbitt,140346068
Joanne Whalley,13801755
Oana Pellea,3645438
Justin Chambers,33158660
Cliff Robertson,13696591
James Brolin,17209416
Tamsin Egerton,238774
Alyson Stoner,82089691
Bruce Green,171031347
Rick Dial,9203192
Clint Eastwood,68614227
Ray Romano,104899595
Tom McCarthy,71913045
Eugene Roche,110720
Oliver Hudson,22385530
Celia Weston,47617313
Ann Morgan Guilbert,4033268
Katherine Waterston,8093318
Peter Polycarpou,49994804
Noah Emmerich,36397200
Anita Page,2808000
Elina Alminas,25440971
Corbin Bleu,8421925
Maya Angelou,27515786
Sabrina Revelle,93952276
Samira Wiley,28876924
Billy Boyd,223777555
Roger Guenveur Smith,25482931
Rita Moreno,43650000
Daniel Stewart Sherman,65087
Angie Dickinson,32703961
Jim Carter,26833718
Armin Mueller-Stahl,56831948
George DiCenzo,836641
Olivia Crocicchia,750100
Adam Goldberg,44635928
Glenn Erland Tosterud,252652
Caroline Munro,46800000
Don Stark,11784000
Kazunari Ninomiya,13753931
Marina Golbahari,1127331
Dulé Hill,131617
Rupert Graves,19887537
Alexandra Holden,7337055
Hugh Dillon,19976073
David Gant,18947630
Cory Hardrict,66359959
Billy Crudup,16441136
Nick Gomez,12232937
Mackenzie Foy,81697326
Matt Bennett,535249
Samantha McLeod,100358
Roddy McDowall,57750000
Chris Elliott,69959753
Matt Bushell,31199215
Michael Jai White,33203335
Lillo Brancato,24332324
Christa B. Allen,28022786
Matthew McGrory,12583510
Jeff Perry,29753944
Yaakov Peri,2408553
Marc John Jefferies,45225589
Bob Newhart,89808372
Omid Abtahi,30105968
Izabella Miko,33770770
Constance Shulman,19421271
Jeff DeRocker,9714482
Dave Chappelle,51689139
Phil Collins,47887943
Kayvan Novak,33978237
Ivana Milicevic,72043570
Peter Cushing,460935665
Suzie Plakson,57859105
Russi Taylor,60507228
M.C. Gainey,95419584
Serena Scott Thomas,8093318
Luis Rosado,58006147
Sasha Roiz,30051643
Mika Boorem,32152100
Bill Maher,6824647
Andrew Daly,50195438
Toni Servillo,2835886
Alicja Bachleda,286050
Chi Ling Chiu,17104669
Birgitte Hjort Sørensen,183436380
Jesse James,36037909
Jose Pablo Cantillo,47965507
Molly C. Quinn,150368971
Kirstie Alley,44730619
Alexis Biesiada,531806
Sullivan Stapleton,69250300
Andrew Robinson,14564027
Tim Meadows,43831878
Kate Magowan,120620
Erin Bethea,21813071
Marsha Thomason,42187457
Ari Folman,2283276
Hugh Jackman,87757441
Larry David,15142984
Katherine Boecher,37188667
Cat Ly,638951
Eric Jacobson,88625922
Ben Miller,27972410
Victor Mature,36000000
Glenn Morshower,96682150
Kurtwood Smith,39765592
Dahong Ni,190666
Della Reese,86247086
Keisha Castle-Hughes,29195371
Eric Sykes,96471845
Jimmy Smits,15242232
Daniel Sharman,45172609
Jason Kravits,906666
Larry Hankin,49874933
Spencer Treat Clark,43216857
Paul Walker,81849898
Harmony Korine,1702277
Matt Ross,4563890
Bruce McGill,63493010
Zach Gilford,33121622
Erica Linz,12495865
Miriam Margolyes,39624376
Kenan Thompson,40690850
Tamara Glynn,11642254
Emmanuelle Vaugier,55457448
Suraj Sharma,80712296
Miranda Otto,46850641
Ty Burrell,52076337
Denis Lavant,6167817
Susanne Lothar,34180954
Josh Swanson,287761
David Calder,2208939
Kevin Grevioux,38781760
Brian Blessed,16867013
Tom Skerritt,71513880
RZA,52581080
Clyde Kusatsu,6298634
Magda Apanowicz,7186670
David Costabile,34111971
Ralph Brown,65171860
Portia de Rossi,34668316
Liam James,93806632
Linda Cardellini,72037625
Shawn Hatosy,11184587
Jason Bateman,100240
Spencer Breslin,74435131
Debi Mazar,56436587
Jeremy W. Auman,630779
Ellia Thompson,2938208
Teri Polo,128681960
Oleg Taktarov,28563179
John Topor,21471685
Soledad Villamil,20167424
Radivoje Bukvic,16027866
Wesley Jonathan,7009668
Celina Jade,162
Jason Priestley,9500634
Micah Sloat,96333583
Vince Vieluf,29198557
James Cagney,7707563
Anna Vareschi,365734
Yûsuke Iseya,3073392
Kelli Williams,125169
Joe Viterelli,32122249
Zooey Deschanel,46221335
Syamsul Arifin,484221
Adam Brown,272154984
Zane Holtz,67325559
Alexia Fast,298110
Tony Kgoroge,8324748
John Witherspoon,45309750
Tom Everett,32600000
Valérie Lemercier,700000
Helen McCrory,209906552
Jenette Goldstein,49051395
Jurnee Smollett-Bell,25214868
Mindy Kaling,200123504
Daniel Kaluuya,27502461
Jillian Estell,21569041
Matt Prokop,17596256
Dayo Okeniyi,6851969
Tessa Thompson,47860214
Matt Damon,73510377
Bill Hunter,66734992
Laura Ramsey,14811011
Natalie Portman,119096992
Bashar Rahal,5423686
Wai-Keung Lau,129115
Matthew Walker,1027749
Isabella Rossellini,14874572
Ami Ayalon,2408553
Chemeeka Walker,11529368
Bill Erwin,48092846
Noel Clarke,228756232
Charles Martin Smith,76270454
Gano Grills,3300230
Grace Phipps,18298649
Leila Arcieri,141204016
Jasmine Trinca,10640645
Peter Spellos,3798532
Vinessa Shaw,26867659
Corbin Bernsen,21943637
Selton Mello,10230
Leonor Watling,3607
Reid Ewing,18298649
Tadanobu Asano,35437401
Emilio Estefan Jr.,57362581
Benjamin A. Onyango,20773070
Adam Boyer,21160089
Colleen Haskell,55762229
Nolan Gerard Funk,15828546
Don Rickles,155799493
Stephanie Sigman,200074175
Holt McCallany,36909959
Hana Mae Lee,124217374
John Karyus,23000
Bradley Whitford,43032574
Ryûnosuke Kamiki,10049886
Alexandra Maria Lara,8438374
Aaron Stanford,76963895
Manish Dayal,54235441
Remo,95236
Sebastian Blomberg,5725
Victoria Smurfit,23020488
Kurt Loder,26421314
Riley Smith,27854118
Madhavan,2197331
Jasper Levine,26003149
Kurt Angle,35688
Fred Willard,52939971
Alice Greczyn,45593908
Michael Weston,36901444
Anita Briem,51442707
Teri Garr,129743838
Matthew Gray Gubler,24006726
Teala Dunn,127706877
Markéta Irglová,9437933
William Atherton,5378499
Henry Cavill,120932971
Tovah Feldshuh,4741987
Bruce Dern,11940670
Bryan Brown,49551662
Timothée Chalamet,26284475
Roger Lloyd Pack,16123851
Linda Kozlowski,103177109
Joey Lauren Adams,58514105
Tim Daly,16208812
Tracy Camilla Johns,7137502
Derek Mears,42325886
Molly Parker,4239767
Ingvar Eggert Sigurðsson,11835
Myrna Loy,23650000
Tammin Sursok,18595716
Jack Reynor,30659817
David Arquette,25339947
Eric Cantona,30012990
Demetri Martin,7443007
Aramis Knight,61656849
Carly Schroeder,1513471
Aidan Turner,272154984
Merritt Wever,76124358
Vicky Krieps,40247512
Ned Bellamy,7231171
Djimon Hounsou,67255480
Elvis Tsui,6594136
Sylvester Stallone,66296978
Mihalis Giannatos,25528495
Jessica Bowman,21973182
Samuel West,13018291
Samm Levine,11702090
Kasia Smutniak,23324666
Luke Bracey,24970293
Michael Winslow,39815243
Robert Pralgo,2445646
Christopher James Baker,48006503
Amy Schumer,110008260
Jürgen Prochnow,69319357
Elizabeth McGovern,34797586
Amy Sedaris,75031203
Julie Walters,65776375
James Lew,124107476
Heike Makatsch,927107
Ken Arnold,28064226
Ezra Miller,8715991
Connor Paolo,210644
Craig T. Nelson,59872198
Angelo Anthony Pizza,21383298
Judith Chapman,24430272
Jay Leno,195329763
Usher Raymond,623374
Morgan Fairchild,12065985
Geoff Stults,8281923
Angelina Jolie Pitt,84391657
Dominick Brascia,21300000
Mo'Nique,29738769
Daniel London,255352
John Meillon,109306210
Al Gore,23808111
Vanessa Lengies,15702429
Jimmy Shubert,106126012
Guillermo Arriaga,5023275
Ashley Laurence,14564027
María Alche,304124
Mía Maestro,995717
Robert Longstreet,1729969
Sharlto Copley,120418237
Sakina Jaffrey,31973840
Bolo Yeung,20954418
Marilyn Norry,56129
Jake Busey,45731034
Currie Graham,23219748
James D'Arcy,58607213
Robert Lopez,26687172
Andy Cohn,1523883
Cheryl Tiegs,365734
Hector Elizondo,89831594
Craig Stark,54116191
Michael Cudlitz,26965181
Annabeth Gish,59210830
Tenoch Huerta,75727
John Neville,1202416
Jorge Diaz,2833383
Dreama Walker,148085755
George Coe,12610552
Beau Mirchoff,90703745
Mark Wingett,518134
Phyllis Smith,228373611
Kevin McNally,24759850
Kevin Nash,72333393
Ljubomir Kerekes,876671
Amy Locane,532190
Jorge Luis Moreno,169379
Gerry Becker,34580635
A. Michael Baldwin,7282851
Keith Allen,13337299
Kerry Bishé,4584
Rachel True,12997971
Tony Doupe,11798
Olivia Munn,34650877
Iván Kamarás,75754670
Tom Atkins,19822350
Roy Scheider,181461188
Orson Bean,22858926
Robert Amaya,5355847
Brenda Vaccaro,3123749
Ellen Barkin,25828915
Jonathan Silverman,5308707
Ralph Richardson,6000000
Chris Brochu,43853424
Ohad Knoller,155972
Annet Mahendru,83348920
Gabourey Sidibe,47018208
Tony Ganios,105500000
Robert Vaughn,60000000
Sheryl Crow,2560016
Brooke Smith,16654166
Jeff Fahey,32101000
Deborra-Lee Furness,399879
Marco Hofschneider,27663982
Giovanna Mezzogiorno,4584886
Nick Cassavetes,3500000
Nonso Anozie,32275124
John Heard,24155673
James Lorinz,22434
James Gunn,12996
Jennifer Hudson,55177758
Casper Crump,124051759
Maura Tierney,37654016
Lara Jill Miller,9628751
Dorothy Lamour,25000000
Ivan Sergei,2964
Warren Beatty,48213247
Mark Moses,3424242
Jung-jae Lee,31662
Marshall Bell,97037752
Windell Middlebrooks,4542775
Pedro Armendáriz Jr.,12558011
Philip Baker Hall,36970260
Shawn Christian,11802056
Miyu Irino,10049886
Jada Pinkett Smith,75458881
Thekla Reuten,35596227
Aml Ameen,102413606
Guro Nagelhus Schia,12802907
Tom Kane,31743332
Courtney Gains,127214072
Michael Nardone,1206135
Maricel Álvarez,5100937
Karen Allen,120624071
Jane Goodall,29233
Madison Davenport,49122319
Jill Hennessy,84114588
Randall Duk Kim,9353573
Charlie Korsmo,64538921
Clive Revill,669276
Patrick Kilpatrick,34495827
Danielle Kotch,48056940
Patch Darragh,65069140
Christian Monzon,30222640
Matthew McConaughey,55274551
Olivia DeJonge,65069140
Patrick Cranshaw,11827301
Martijn Lakemeier,542860
Greg Ayres,592014
Sonja Sohn,8811212
Lucy Gordon,18306166
William Xifaras,159578352
Paul Gross,5870585
Kevin Gage,5942573
Jeremy Crutchley,17541660
Tawny Kitaen,7369373
Peter Boyle,101836267
Elsa Lanchester,102300000
Joe Cocker,13300000
Everett Sloane,7927
Samantha Buck,18195
Peter Stickles,1984378
Allen Leech,91121452
Ion Overman,277233
Terry Kinney,57016753
Jet Li,45456947
Heather Langenkamp,31441690
Bryan Dick,267194
Valerie Cruz,32003620
Roberta Valderrama,71519230
Tony Jay,57892781
Wendy Crewson,81593527
Kari Matchett,14142149
Ally Walker,1943649
Leticia Brédice,1221261
Jeremy Jordan,15529056
Julia Nickson,150415432
Martin Short,90921507
Albert Salmi,6000000
Christa Miller,277233
Eduardo Verástegui,28271839
Daniel Wu,15608545
Scott Grimes,57053939
Clayton Snyder,42672630
Claudia Ferri,6239558
Teo Halm,38916903
Tenzin Thuthob Tsarong,5532301
Alex Rocco,13039211
Elena Anaya,434417
Luke Mably,28165882
Aleksa Palladino,5032496
Conchata Ferrell,64901416
Kevin McHale,11860839
Yasmine Al Massri,1060591
Fredro Starr,91038276
Diane Ladd,117560
Howard Morris,69800000
Rupert Grint,162728457
Maia Morgenstern,499263
Sheryl Lee,20241395
Carlos Bardem,106869
Andrea Martin,33837747
Matthew Settle,37402021
Jack Thompson,16252765
Shad Moss,24279246
Kevin J. O'Connor,6390032
Andrew Garfield,97817011
Raymond J. Barry,47329
Robin Shou,22334833
Michael Abbott Jr.,45661
Tina Turner,36200000
Emmanuelle Béart,3076425
Haley Bennett,52939531
Richard Coyle,25765139
Alexa Davalos,102403586
Min-sik Choi,1167714
Keith Richards,5355376
William Hootkins,74726920
Bálint Péntek,195888
Kimberly J. Brown,66911207
David Herman,55385695
Josh Henderson,65269010
Mink Stole,180483
Jason Maza,373060
Nicholas Hammond,163214286
Peng Lin,72413
Kenneth Williams,669276
Clint Mansell,3216970
Gary Lewis,32691839
Natalie Imbruglia,27972410
Xander Berkeley,52777280
Larry Miller,22531480
Scott Mechlowicz,6459273
Countess Vaughn,9016377
Olaf Lubaszenko,447093
Rainn Wilson,83849897
Paris Hilton,16094526
Ron Rifkin,33947031
Clayton Rohner,12947763
Jud Tylor,66636385
